comparison,prompt_id,evaluator_id,candidate_id,allocation_left,borda_points_left,best_pick_vote_left,allocation_right,borda_points_right,best_pick_vote_right,allocation_change,absolute_allocation_change,allocation_magnitude_same,allocation_exact_same,polarity_changed,borda_changed,best_pick_changed
placebo_floor,p097,Qwen/Qwen2.5-7B-Instruct::normal_02,C,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p097,Qwen/Qwen2.5-7B-Instruct::normal_02,D,0.15,1.0,0.0,-0.15,1.0,0.0,-0.3,0.3,True,False,True,False,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.4,1.5,0.0,0.4,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.3,1.5,0.0,0.3,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_01,C,0.2,3.0,1.0,0.25,3.0,1.0,0.04999999999999999,0.04999999999999999,False,False,False,False,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_01,D,-0.1,0.0,0.0,-0.05,0.0,0.0,0.05,0.05,False,False,False,False,False
placebo_floor,p004,Qwen/Qwen2.5-7B-Instruct::normal_02,A,0.45,1.0,1.0,0.45,1.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p004,Qwen/Qwen2.5-7B-Instruct::normal_02,B,-0.15,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p004,Qwen/Qwen2.5-7B-Instruct::normal_02,C,0.3,2.5,0.0,0.3,2.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p004,Qwen/Qwen2.5-7B-Instruct::normal_02,D,-0.1,2.5,0.0,-0.1,2.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p044,Qwen/Qwen2.5-7B-Instruct::normal_02,A,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p044,Qwen/Qwen2.5-7B-Instruct::normal_02,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p044,Qwen/Qwen2.5-7B-Instruct::normal_02,C,-0.15,0.5,0.0,-0.15,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p044,Qwen/Qwen2.5-7B-Instruct::normal_02,D,-0.15,0.5,0.0,-0.15,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p042,Qwen/Qwen2.5-7B-Instruct::normal_04,A,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p042,Qwen/Qwen2.5-7B-Instruct::normal_04,B,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p042,Qwen/Qwen2.5-7B-Instruct::normal_04,C,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p042,Qwen/Qwen2.5-7B-Instruct::normal_04,D,0.15,1.0,0.0,0.15,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p077,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.15,0.5,0.0,0.2,1.0,0.0,0.05000000000000002,0.05000000000000002,False,False,False,True,False
placebo_floor,p077,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.25,2.0,0.0,-0.1,0.0,0.0,-0.35,0.35,False,False,True,True,False
placebo_floor,p077,Qwen/Qwen2.5-7B-Instruct::normal_03,C,0.45,3.0,1.0,0.4,3.0,1.0,-0.04999999999999999,0.04999999999999999,False,False,False,False,False
placebo_floor,p077,Qwen/Qwen2.5-7B-Instruct::normal_03,D,0.15,0.5,0.0,0.3,2.0,0.0,0.15,0.15,False,False,False,True,False
placebo_floor,p033,Qwen/Qwen2.5-7B-Instruct::normal_04,A,-0.15,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p033,Qwen/Qwen2.5-7B-Instruct::normal_04,B,-0.25,1.0,0.0,-0.25,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p033,Qwen/Qwen2.5-7B-Instruct::normal_04,C,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p033,Qwen/Qwen2.5-7B-Instruct::normal_04,D,-0.15,2.0,0.0,-0.15,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p055,Qwen/Qwen2.5-7B-Instruct::normal_04,A,0.25,1.5,0.0,0.25,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p055,Qwen/Qwen2.5-7B-Instruct::normal_04,B,0.25,1.5,0.0,0.25,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p055,Qwen/Qwen2.5-7B-Instruct::normal_04,C,0.3,3.0,1.0,0.3,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p055,Qwen/Qwen2.5-7B-Instruct::normal_04,D,-0.2,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p045,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p045,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.15,1.0,0.0,0.15,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p045,Qwen/Qwen2.5-7B-Instruct::normal_01,C,0.1,0.0,0.0,-0.05,0.0,0.0,-0.15000000000000002,0.15000000000000002,False,False,True,False,False
placebo_floor,p045,Qwen/Qwen2.5-7B-Instruct::normal_01,D,0.3,2.0,0.0,0.35,2.0,0.0,0.04999999999999999,0.04999999999999999,False,False,False,False,False
placebo_floor,p021,Qwen/Qwen2.5-7B-Instruct::normal_02,A,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p021,Qwen/Qwen2.5-7B-Instruct::normal_02,B,0.25,2.0,0.0,0.15,2.0,0.0,-0.1,0.1,False,False,False,False,False
placebo_floor,p021,Qwen/Qwen2.5-7B-Instruct::normal_02,C,-0.1,1.0,0.0,-0.25,0.5,0.0,-0.15,0.15,False,False,False,True,False
placebo_floor,p021,Qwen/Qwen2.5-7B-Instruct::normal_02,D,-0.2,0.0,0.0,-0.15,0.5,0.0,0.05000000000000002,0.05000000000000002,False,False,False,True,False
placebo_floor,p037,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p037,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p037,Qwen/Qwen2.5-7B-Instruct::normal_01,C,-0.1,1.0,0.0,-0.15,0.5,0.0,-0.04999999999999999,0.04999999999999999,False,False,False,True,False
placebo_floor,p037,Qwen/Qwen2.5-7B-Instruct::normal_01,D,-0.2,0.0,0.0,-0.15,0.5,0.0,0.05000000000000002,0.05000000000000002,False,False,False,True,False
placebo_floor,p040,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.2,1.0,0.0,0.3,2.0,0.0,0.09999999999999998,0.09999999999999998,False,False,False,True,False
placebo_floor,p040,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p040,Qwen/Qwen2.5-7B-Instruct::normal_01,C,0.3,2.0,0.0,-0.1,0.5,0.0,-0.4,0.4,False,False,True,True,False
placebo_floor,p040,Qwen/Qwen2.5-7B-Instruct::normal_01,D,-0.05,0.0,0.0,-0.15,0.5,0.0,-0.09999999999999999,0.09999999999999999,False,False,False,True,False
placebo_floor,p024,Qwen/Qwen2.5-7B-Instruct::normal_03,A,-0.1,0.5,0.0,-0.1,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p024,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p024,Qwen/Qwen2.5-7B-Instruct::normal_03,C,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p024,Qwen/Qwen2.5-7B-Instruct::normal_03,D,-0.2,0.5,0.0,-0.2,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p035,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p035,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.2,1.5,0.0,0.2,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p035,Qwen/Qwen2.5-7B-Instruct::normal_01,C,-0.15,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p035,Qwen/Qwen2.5-7B-Instruct::normal_01,D,0.2,1.5,0.0,0.2,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p027,Qwen/Qwen2.5-7B-Instruct::normal_04,A,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p027,Qwen/Qwen2.5-7B-Instruct::normal_04,B,0.2,2.0,0.0,0.2,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p027,Qwen/Qwen2.5-7B-Instruct::normal_04,C,-0.2,0.5,0.0,-0.2,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p027,Qwen/Qwen2.5-7B-Instruct::normal_04,D,-0.2,0.5,0.0,-0.2,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p080,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.45,2.0,0.0,0.45,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p080,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.3,3.0,1.0,0.3,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p080,Qwen/Qwen2.5-7B-Instruct::normal_03,C,-0.15,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p080,Qwen/Qwen2.5-7B-Instruct::normal_03,D,-0.1,1.0,0.0,-0.1,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p001,Qwen/Qwen2.5-7B-Instruct::normal_02,A,0.45,1.5,0.0,0.45,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p001,Qwen/Qwen2.5-7B-Instruct::normal_02,B,0.3,3.0,1.0,0.3,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p001,Qwen/Qwen2.5-7B-Instruct::normal_02,C,-0.15,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p001,Qwen/Qwen2.5-7B-Instruct::normal_02,D,-0.1,1.5,0.0,-0.1,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p019,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p019,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.1,0.0,0.0,0.25,2.0,0.0,0.15,0.15,False,False,False,True,False
placebo_floor,p019,Qwen/Qwen2.5-7B-Instruct::normal_01,C,0.3,2.0,0.0,-0.15,0.5,0.0,-0.44999999999999996,0.44999999999999996,False,False,True,True,False
placebo_floor,p019,Qwen/Qwen2.5-7B-Instruct::normal_01,D,0.15,1.0,0.0,-0.15,0.5,0.0,-0.3,0.3,True,False,True,True,False
placebo_floor,p017,Qwen/Qwen2.5-7B-Instruct::normal_04,A,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p017,Qwen/Qwen2.5-7B-Instruct::normal_04,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p017,Qwen/Qwen2.5-7B-Instruct::normal_04,C,-0.2,0.5,0.0,-0.2,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p017,Qwen/Qwen2.5-7B-Instruct::normal_04,D,-0.1,0.5,0.0,-0.1,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p038,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p038,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p038,Qwen/Qwen2.5-7B-Instruct::normal_03,C,-0.2,1.0,0.0,-0.2,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p038,Qwen/Qwen2.5-7B-Instruct::normal_03,D,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p067,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.2,1.0,0.0,0.2,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p067,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p067,Qwen/Qwen2.5-7B-Instruct::normal_03,C,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p067,Qwen/Qwen2.5-7B-Instruct::normal_03,D,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p063,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.15,1.0,0.0,0.15,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p063,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p063,Qwen/Qwen2.5-7B-Instruct::normal_01,C,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p063,Qwen/Qwen2.5-7B-Instruct::normal_01,D,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p002,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p002,Qwen/Qwen2.5-7B-Instruct::normal_03,B,-0.15,0.5,0.0,-0.15,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p002,Qwen/Qwen2.5-7B-Instruct::normal_03,C,-0.25,0.5,0.0,-0.25,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p002,Qwen/Qwen2.5-7B-Instruct::normal_03,D,0.6,3.0,1.0,0.6,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_04,A,0.15,1.5,0.0,0.15,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_04,B,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_04,C,-0.25,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_04,D,-0.15,1.5,0.0,-0.15,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p066,Qwen/Qwen2.5-7B-Instruct::normal_04,A,0.45,1.0,0.0,0.45,2.0,0.0,0.0,0.0,True,True,False,True,False
placebo_floor,p066,Qwen/Qwen2.5-7B-Instruct::normal_04,B,0.3,0.0,0.0,0.3,1.0,0.0,0.0,0.0,True,True,False,True,False
placebo_floor,p066,Qwen/Qwen2.5-7B-Instruct::normal_04,C,0.2,3.0,1.0,0.2,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p066,Qwen/Qwen2.5-7B-Instruct::normal_04,D,-0.05,2.0,0.0,-0.05,0.0,0.0,0.0,0.0,True,True,False,True,False
placebo_floor,p086,Qwen/Qwen2.5-7B-Instruct::normal_02,A,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p086,Qwen/Qwen2.5-7B-Instruct::normal_02,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p086,Qwen/Qwen2.5-7B-Instruct::normal_02,C,0.15,1.0,0.0,0.15,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p086,Qwen/Qwen2.5-7B-Instruct::normal_02,D,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p023,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.45,3.0,1.0,0.4,3.0,1.0,-0.04999999999999999,0.04999999999999999,False,False,False,False,False
placebo_floor,p023,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.15,1.0,0.0,0.2,1.0,0.0,0.05000000000000002,0.05000000000000002,False,False,False,False,False
placebo_floor,p023,Qwen/Qwen2.5-7B-Instruct::normal_03,C,-0.25,2.0,0.0,-0.2,2.0,0.0,0.04999999999999999,0.04999999999999999,False,False,False,False,False
placebo_floor,p023,Qwen/Qwen2.5-7B-Instruct::normal_03,D,-0.15,0.0,0.0,-0.2,0.0,0.0,-0.05000000000000002,0.05000000000000002,False,False,False,False,False
placebo_floor,p011,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.25,1.5,0.0,0.25,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p011,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.2,1.5,0.0,0.2,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p011,Qwen/Qwen2.5-7B-Instruct::normal_03,C,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p011,Qwen/Qwen2.5-7B-Instruct::normal_03,D,-0.15,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p079,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p079,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p079,Qwen/Qwen2.5-7B-Instruct::normal_01,C,-0.15,0.5,0.0,-0.15,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p079,Qwen/Qwen2.5-7B-Instruct::normal_01,D,-0.15,0.5,0.0,-0.15,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.3,1.5,0.0,0.45,3.0,1.0,0.15000000000000002,0.15000000000000002,False,False,False,True,True
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.2,1.5,0.0,0.3,2.0,0.0,0.09999999999999998,0.09999999999999998,False,False,False,True,False
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_03,C,0.25,3.0,1.0,0.2,1.0,0.0,-0.04999999999999999,0.04999999999999999,False,False,False,True,True
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_03,D,0.25,0.0,0.0,0.05,0.0,0.0,-0.2,0.2,False,False,False,False,False
placebo_floor,p049,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.15,1.0,0.0,0.2,1.0,0.0,0.05000000000000002,0.05000000000000002,False,False,False,False,False
placebo_floor,p049,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p049,Qwen/Qwen2.5-7B-Instruct::normal_03,C,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p049,Qwen/Qwen2.5-7B-Instruct::normal_03,D,-0.1,0.0,0.0,-0.05,0.0,0.0,0.05,0.05,False,False,False,False,False
placebo_floor,p046,Qwen/Qwen2.5-7B-Instruct::normal_04,A,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p046,Qwen/Qwen2.5-7B-Instruct::normal_04,B,0.25,2.0,0.0,0.25,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p046,Qwen/Qwen2.5-7B-Instruct::normal_04,C,-0.15,1.0,0.0,-0.1,1.0,0.0,0.04999999999999999,0.04999999999999999,False,False,False,False,False
placebo_floor,p046,Qwen/Qwen2.5-7B-Instruct::normal_04,D,-0.15,0.0,0.0,-0.2,0.0,0.0,-0.05000000000000002,0.05000000000000002,False,False,False,False,False
placebo_floor,p054,Qwen/Qwen2.5-7B-Instruct::normal_01,A,-0.15,0.5,0.0,0.0,1.0,0.0,0.15,0.15,False,False,True,True,False
placebo_floor,p054,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.3,2.0,0.0,0.25,2.0,0.0,-0.04999999999999999,0.04999999999999999,False,False,False,False,False
placebo_floor,p054,Qwen/Qwen2.5-7B-Instruct::normal_01,C,0.4,3.0,1.0,0.5,3.0,1.0,0.09999999999999998,0.09999999999999998,False,False,False,False,False
placebo_floor,p054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,-0.15,0.5,0.0,-0.25,0.0,0.0,-0.1,0.1,False,False,False,True,False
placebo_floor,p018,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.0,1.0,0.0,0.35,1.5,0.0,0.35,0.35,False,False,True,True,False
placebo_floor,p018,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.0,1.0,0.0,0.35,1.5,0.0,0.35,0.35,False,False,True,True,False
placebo_floor,p018,Qwen/Qwen2.5-7B-Instruct::normal_03,C,0.0,1.0,0.0,-0.15,0.0,0.0,-0.15,0.15,False,False,True,True,False
placebo_floor,p018,Qwen/Qwen2.5-7B-Instruct::normal_03,D,1.0,3.0,1.0,-0.15,3.0,1.0,-1.15,1.15,False,False,True,False,False
placebo_floor,p036,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.45,0.0,1.0,0.45,0.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p036,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.2,1.0,0.0,0.2,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p036,Qwen/Qwen2.5-7B-Instruct::normal_03,C,-0.15,2.0,0.0,-0.15,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p036,Qwen/Qwen2.5-7B-Instruct::normal_03,D,-0.2,3.0,0.0,-0.2,3.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p052,Qwen/Qwen2.5-7B-Instruct::normal_02,A,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p052,Qwen/Qwen2.5-7B-Instruct::normal_02,B,0.15,1.0,0.0,0.15,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p052,Qwen/Qwen2.5-7B-Instruct::normal_02,C,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p052,Qwen/Qwen2.5-7B-Instruct::normal_02,D,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p094,Qwen/Qwen2.5-7B-Instruct::normal_02,A,0.45,3.0,1.0,0.25,2.0,0.0,-0.2,0.2,False,False,False,True,True
placebo_floor,p094,Qwen/Qwen2.5-7B-Instruct::normal_02,B,0.2,2.0,0.0,0.35,3.0,1.0,0.14999999999999997,0.14999999999999997,False,False,False,True,True
placebo_floor,p094,Qwen/Qwen2.5-7B-Instruct::normal_02,C,-0.1,1.0,0.0,-0.15,0.0,0.0,-0.04999999999999999,0.04999999999999999,False,False,False,True,False
placebo_floor,p094,Qwen/Qwen2.5-7B-Instruct::normal_02,D,-0.25,0.0,0.0,-0.25,1.0,0.0,0.0,0.0,True,True,False,True,False
placebo_floor,p022,Qwen/Qwen2.5-7B-Instruct::normal_02,A,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p022,Qwen/Qwen2.5-7B-Instruct::normal_02,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p022,Qwen/Qwen2.5-7B-Instruct::normal_02,C,0.15,1.0,0.0,0.15,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p022,Qwen/Qwen2.5-7B-Instruct::normal_02,D,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p089,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p089,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p089,Qwen/Qwen2.5-7B-Instruct::normal_03,C,0.5,3.0,1.0,0.5,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p089,Qwen/Qwen2.5-7B-Instruct::normal_03,D,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p076,Qwen/Qwen2.5-7B-Instruct::normal_03,A,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p076,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.15,1.0,0.0,0.15,1.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p076,Qwen/Qwen2.5-7B-Instruct::normal_03,C,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p076,Qwen/Qwen2.5-7B-Instruct::normal_03,D,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p051,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.4,3.0,1.0,0.4,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p051,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.3,2.0,0.0,0.3,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p051,Qwen/Qwen2.5-7B-Instruct::normal_01,C,-0.15,0.5,0.0,-0.15,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p051,Qwen/Qwen2.5-7B-Instruct::normal_01,D,-0.15,0.5,0.0,-0.15,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p093,Qwen/Qwen2.5-7B-Instruct::normal_01,A,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
placebo_floor,p093,Qwen/Qwen2.5-7B-Instruct::normal_01,B,0.25,2.0,0.0,0.25,2.0,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p093,Qwen/Qwen2.5-7B-Instruct::normal_01,C,-0.15,0.5,0.0,-0.15,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p093,Qwen/Qwen2.5-7B-Instruct::normal_01,D,-0.15,0.5,0.0,-0.15,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p032,Qwen/Qwen2.5-7B-Instruct::normal_03,A,-0.1,0.5,0.0,-0.1,0.5,0.0,0.0,0.0,True,True,False,False,False
placebo_floor,p032,Qwen/Qwen2.5-7B-Instruct::normal_03,B,0.45,3.0,1.0,0.45,3.0,1.0,0.0,0.0,True,True,False,False,False
